200	620	0
220	0	0
220	20	0
220	40	0
220	60	0
220	80	0
220	100	0
220	120	0
220	140	0
220	160	0
220	180	0
220	200	0
220	220	0
220	240	0
220	260	0
220	280	0
220	300	0
220	320	0
220	340	0
220	360	0
220	380	0
220	400	0
220	420	0
220	440	0
220	460	0
220	480	0
220	500	0
220	520	0
220	540	0
220	560	0
220	580	0
220	600	0
220	620	0
240	0	0
240	20	0
240	40	0
240	60	0
240	80	0
240	100	0
240	120	0
240	140	0
240	160	0
240	180	0
240	200	0
240	220	0
240	240	0
240	260	0
240	280	0
240	300	0
240	320	0
240	340	0
240	360	0
240	380	0
240	400	0
240	420	0
240	440	0
240	460	0
240	480	0
240	500	0
240	520	0
240	540	0
240	560	0
240	580	0
240	600	0
240	620	0
260	0	0
260	20	0
260	40	0
260	60	0
260	80	0
260	100	0
260	120	0
260	140	0
260	160	0
260	180	0
260	200	0
260	220	0
260	240	0
260	260	0
260	280	0
260	300	0
260	320	0
260	340	0
260	360	0
260	380	0
260	400	0
260	420	0
260	440	0
260	460	0
260	480	0
260	500	0
260	520	0
260	540	0
260	560	0
260	580	0
260	600	0
260	620	0
280	0	0
280	20	0
280	40	0
280	60	0
280	80	0
280	100	0
280	120	0
280	140	1
280	160	1
280	180	0
280	200	0
280	220	0
280	240	0
280	260	0
280	280	0
280	300	1
280	320	0
280	340	0
280	360	0
280	380	0
280	400	0
280	420	0
280	440	0
280	460	0
280	480	0
280	500	0
280	520	0
280	540	0
280	560	0
280	580	0
280	600	0
280	620	0
300	0	0
300	20	0
300	40	0
300	60	0
300	80	0
300	100	0
300	120	0
300	140	0
300	160	0
300	180	0
300	200	0
300	220	0
300	240	0
300	260	0
300	280	0
300	300	0
300	320	0
300	340	0
300	360	0
300	380	0
300	400	0
300	420	0
300	440	0
300	460	0
300	480	0
300	500	0
300	520	0
300	540	0
300	560	0
300	580	0
300	600	0
300	620	0
320	0	0
320	20	0
320	40	0
320	60	0
320	80	0
320	100	0
320	120	0
320	140	0
320	160	0
320	180	0
320	200	0
320	220	0
320	240	0
320	260	0
320	280	0
320	300	0
320	320	0
320	340	0
320	360	0
320	380	0
320	400	0
320	420	0
320	440	0
320	460	0
320	480	0
320	500	0
320	520	0
320	540	0
320	560	0
320	580	0
320	600	0
320	620	0
340	0	0
340	20	0
340	40	0
340	60	0
340	80	0
340	100	0
340	120	0
340	140	0
340	160	0
340	180	0
340	200	0
340	220	0
340	240	0
340	260	0
340	280	0
340	300	0
340	320	0
340	340	0
340	360	0
340	380	0
340	400	0
340	420	0
340	440	0
340	460	0
340	480	0
340	500	0
340	520	0
340	540	0
340	560	0
340	580	0
340	600	0
340	620	0
360	0	0
360	20	0
360	40	0
360	60	0
360	80	0
360	100	0
360	120	0
360	140	0
360	160	0
360	180	0
360	200	0
360	220	0
360	240	0
360	260	0
360	280	0
360	300	0
360	320	0
360	340	0
360	360	0
360	380	0
360	400	0
360	420	0
360	440	0
360	460	0
360	480	0
360	500	0
360	520	0
360	540	0
360	560	0
360	580	0
360	600	0
360	620	0
380	0	0
380	20	0
380	40	0
380	60	0
380	80	0
380	100	0
380	120	0
380	140	0
380	160	0
380	180	0
380	200	0
380	220	0
380	240	0
380	260	0
380	280	0
380	300	0
380	320	0
380	340	0
380	360	0
380	380	0
380	400	0
380	420	0
380	440	0
380	460	0
380	480	0
380	500	0
380	520	0
380	540	0
380	560	0
380	580	0
380	600	0
380	620	0
400	0	0
400	20	0
400	40	0
400	60	0
400	80	0
400	100	0
400	120	0
400	140	0
400	160	0
400	180	0
400	200	0
400	220	0
400	240	0
400	260	0
400	280	0
400	300	0
400	320	0
400	340	0
400	360	0
400	380	0
400	400	0
400	420	0
400	440	0
400	460	0
400	480	0
400	500	0
400	520	0
400	540	0
400	560	0
400	580	0
400	600	0
400	620	0
420	0	0
420	20	0
420	40	0
420	60	0
420	80	0
420	100	0
420	120	0
420	140	0
420	160	0
420	180	0
420	200	0
420	220	0
420	240	0
420	260	0
420	280	0
420	300	0
420	320	0
420	340	0
420	360	0
420	380	0
420	400	0
420	420	0
420	440	0
420	460	0
420	480	0
420	500	0
420	520	0
420	540	0
420	560	0
420	580	0
420	600	0
420	620	0
440	0	0
440	20	0
440	40	0
440	60	0
440	80	0
440	100	0
440	120	0
440	140	0
440	160	0
440	180	0
440	200	0
440	220	0
440	240	0
440	260	0
440	280	0
440	300	0
440	320	0
440	340	0
440	360	0
440	380	0
440	400	0
440	420	0
440	440	0
440	460	0
440	480	0
440	500	0
440	520	0
440	540	0
440	560	0
440	580	0
440	600	0
440	620	0
460	0	0
460	20	0
460	40	0
460	60	0
460	80	0
460	100	0
460	120	0
460	140	0
460	160	0
460	180	0
460	200	0
460	220	0
460	240	0
460	260	0
460	280	0
460	300	0
460	320	0
460	340	0
460	360	0
460	380	0
460	400	0
460	420	0
460	440	0
460	460	0
460	480	0
460	500	0
460	520	0
460	540	0
460	560	0
460	580	0
460	600	0
460	620	0
480	0	0
480	20	0
480	40	0
480	60	0
480	80	0
480	100	0
480	120	0
480	140	0
480	160	0
480	180	0
480	200	0
480	220	0
480	240	0
480	260	0
480	280	0
480	300	0
480	320	0
480	340	0
480	360	0
480	380	0
480	400	0
480	420	0
480	440	0
480	460	0
480	480	0
480	500	0
480	520	0
480	540	0
480	560	0
480	580	0
480	600	0
480	620	0
500	0	0
500	20	0
500	40	0
500	60	0
500	80	0
500	100	0
500	120	0
500	140	0
500	160	0
500	180	0
500	200	0
500	220	0
500	240	0
500	260	0
500	280	0
500	300	0
500	320	0
500	340	0
500	360	0
500	380	0
500	400	0
500	420	0
500	440	0
500	460	0
500	480	0
500	500	0
500	520	0
500	540	0
500	560	0
500	580	0
500	600	0
500	620	0
520	0	0
520	20	0
520	40	0
520	60	0
520	80	0
520	100	0
520	120	0
520	140	0
520	160	0
520	180	0
520	200	0
520	220	0
520	240	0
520	260	0
520	280	0
520	300	0
520	320	0
520	340	0
520	360	0
520	380	0
520	400	0
520	420	0
520	440	0
520	460	0
520	480	0
520	500	0
520	520	0
520	540	0
520	560	0
520	580	0
520	600	0
520	620	0
540	0	0
540	20	0
540	40	0
540	60	0
540	80	0
540	100	0
540	120	0
540	140	0
540	160	0
540	180	0
540	200	0
540	220	0
540	240	0
540	260	0
540	280	0
540	300	0
540	320	0
540	340	0
540	360	0
540	380	0
540	400	0
540	420	0
540	440	0
540	460	0
540	480	0
540	500	0
540	520	0
540	540	0
540	560	0
540	580	0
540	600	0
540	620	0
560	0	0
560	20	0
560	40	0
560	60	0
560	80	0
560	100	0
560	120	0
560	140	0
560	160	0
560	180	0
560	200	0
560	220	0
560	240	0
560	260	0
560	280	0
560	300	0
560	320	0
560	340	0
560	360	0
560	380	0
560	400	0
560	420	0
560	440	0
560	460	0
560	480	0
560	500	0
560	520	0
560	540	0
560	560	0
560	580	0
560	600	0
560	620	0
580	0	0
580	20	0
580	40	0
580	60	0
580	80	0
580	100	0
580	120	0
580	140	0
580	160	0
580	180	0
580	200	0
580	220	0
580	240	0
580	260	0
580	280	0
580	300	0
580	320	0
580	340	0
580	360	0
580	380	0
580	400	0
580	420	0
580	440	0
580	460	0
580	480	0
580	500	0
580	520	0
580	540	0
580	560	0
580	580	0
580	600	0
580	620	0
600	0	0
600	20	0
600	40	0
600	60	0
600	80	0
600	100	0
600	120	0
600	140	0
600	160	0
600	180	0
600	200	0
600	220	0
600	240	0
600	260	0
600	280	0
600	300	0
600	320	0
600	340	0
600	360	0
600	380	0
600	400	0
600	420	0
600	440	0
600	460	0
600	480	0
600	500	0
600	520	0
600	540	0
600	560	0
600	580	0
600	600	0
600	620	0
620	0	0
620	20	0
620	40	0
620	60	0
620	80	0
620	100	1
620	120	0
620	140	0
620	160	0
620	180	0
620	200	0
620	220	0
620	240	0
620	260	0
620	280	0
620	300	0
620	320	0
620	340	0
620	360	0
620	380	0
620	400	0
620	420	0
620	440	0
620	460	0
620	480	0
620	500	0
620	520	0
620	540	0
620	560	0
620	580	0
620	600	0
620	620	0
